Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
1162,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11870,632053,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21926,935297,# & % of participating students with reduction in disciplinary referrals after completion of intervention(s) (tracking duration as per program model) (Better Off) SSIC 2.2A,Submitted,135360,How Well,0.0,0.0,0,80.0
1163,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11870,632053,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21952,935298,# & % of participating students without disciplinary referrals after completion of intervention(s) (tracking duration as per program model) (Better Off) SSIC 2.2A,Submitted,135360,How Well,0.0,0.0,0,70.0
1164,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11870,632053,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14843,How MUCH did we do?,21917,935291,# & % of students with disciplinary referrals and/or behavioral issues identified (How Much) SSIC 2.2A,Submitted,135352,How Much,0.0,0.0,0,200.0
1166,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11870,632053,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14843,How MUCH did we do?,21918,935292,# of students with disciplinary referrals and/or behavioral issues assessed to identify appropriate intervention(s) (How Much) SSIC 2.2A,Submitted,135352,How Much,0.0,0.0,0,200.0
1167,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11870,632053,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21920,935293,# of students with disciplinary referrals and/or behavioral issues enrolled in appropriate intervention(s) (How Much) SSIC 2.2A,Submitted,135360,How Well,0.0,0.0,0,200.0
1168,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21899,935290,#  & % of participating students chronically absent (at time of enrollment) (How Much) SSIC 2.1B,Submitted,135360,How Well,0.0,0.0,0,80.0
1169,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21902,935282,# & % of participating students at risk of becoming chronically absent (at time of enrollment),Submitted,135360,How Well,0.0,0.0,0,80.0
1170,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21905,935284,# & % of participating students completing intervention(s) (How Well) SSIC 2.1B,Submitted,135360,How Well,0.0,34.0,37,225.0
1171,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21915,935289,# & % of participating students completing intervention(s) no longer chronically absent (Better Off) 2.1B,Submitted,135360,How Well,0.0,34.0,37,0.0
1172,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21909,935286,# & % of participating students overcoming one or more obstacles to school attendance (Better Off) SSIC 2.1B,Submitted,135360,How Well,0.0,0.0,0,220.0
1173,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21907,935285,# & % of participating students with at least one parent/guardian completing intervention(s) (How Well) SSIC 2.1B,Submitted,135360,How Well,34.0,34.0,37,180.0
1174,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21911,935287,# & % of participating students with at least one parent/guardian overcoming one or more obstacles to school attendance (Better Off) 2.1B,Submitted,135360,How Well,0.0,0.0,0,175.0
1175,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21903,935283,# & % of participating students with at least one parent/guardian participating in the intervention(s) (How Much) SSIC 2.1B,Submitted,135360,How Well,34.0,0.0,0,226.0
1176,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14843,How MUCH did we do?,21901,935281,# of participating students at risk of becoming chronically absent (at time of enrollment) (How Much) SSIC 2.1B,Submitted,135352,How Much,0.0,0.0,0,85.0
1177,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14843,How MUCH did we do?,21913,935288,# of participating students completing intervention(s) demonstrating increased attendance (Better Off) SSIC 2.1B,Submitted,135352,How Much,0.0,34.0,37,180.0
1178,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11869,632052,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14843,How MUCH did we do?,21898,935280,# of students enrolled in intervention(s) (How Much) SSIC 2.1B,Submitted,135352,How Much,76.0,36.0,40,250.0
104,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18503,Agency F,73224,Agency F Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631715,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21628,934024,# & % of participating clients with income above 200% Federal Poverty Level 3 months after program completion (Better Off) SIFIC 1A,Allow Revision,135358,Better Off,0.0,0.0,0,23.0
105,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18503,Agency F,73224,Agency F Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631715,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21626,934023,# & % of participating clients with income above 200% Federal Poverty Level 6 months after program completion (Better Off) SIFIC 1A,Allow Revision,135358,Better Off,0.0,0.0,0,18.0
106,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18503,Agency F,73224,Agency F Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631715,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21624,934022,# & % of participating clients with income above 200% Federal Poverty Level at the time of program completion (Better Off) SIFIC 1A,Allow Revision,135358,Better Off,138.0,0.0,0,200.0
107,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18503,Agency F,73224,Agency F Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631715,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21622,934021,# & % of participating clients with income increase at the time of program completion (Better Off) SIFIC 1A,Allow Revision,135358,Better Off,168.0,0.0,0,1200.0
108,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18503,Agency F,73224,Agency F Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631715,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21620,934020,# & % of participating clients with increased educational attainment at the time of program completion (Better Off) SIFIC 1A,Allow Revision,135358,Better Off,0.0,0.0,0,42.0
1074,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24368,Indicator 1.3 Strategy 1.3A & 1.3B,18503,Agency F,73257,Agency F Program 2,2531,Successful Students,12977,Strategy,11866,632080,"Create and increase the number of, participation in and access to high quality reengagement9 programs for disconnected youth. (Indicator 1.3A)",14845,Is anyone BETTER OFF?,21857,935420,# & %  of partcipating disconnected youth 16-24 achieving planned educational outcome (Better Off) SSIC 1.3A,Submitted,135358,Better Off,1.0,0.0,0,20.0
